date,admin1,market,category,commodity,unit,price,latitude,longitude,pricetype,year,month,admin1_enc,market_enc,category_enc,commodity_enc,unit_enc
2023-06-15,Western,Colombo City,cereals and tubers,Rice (white),KG,230.16,6.93,79.85,Retail,2023,6,8,5,0,37,1
2023-06-15,Western,Colombo City,"meat, fish and eggs","Fish (dry, katta)",KG,2519.44,6.93,79.85,Retail,2023,6,8,5,1,10,1
2023-06-15,Western,Colombo City,"meat, fish and eggs","Fish (dry, sprats)",KG,1234.44,6.93,79.85,Retail,2023,6,8,5,1,11,1
2023-06-15,Western,Colombo City,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1217.53,6.93,79.85,Retail,2023,6,8,5,1,12,1
2023-06-15,Western,Colombo City,"meat, fish and eggs",Fish (trenched sardinella),KG,1235.35,6.93,79.85,Retail,2023,6,8,5,1,16,1
2023-06-15,Western,Colombo City,"meat, fish and eggs","Meat (chicken, broiler)",KG,1498.3,6.93,79.85,Retail,2023,6,8,5,1,21,1
2023-06-15,Western,Colombo City,miscellaneous food,"Chili (red, dry raw)",KG,1303.59,6.93,79.85,Retail,2023,6,8,5,2,5,1
2023-06-15,Western,Colombo City,vegetables and fruits,Bananas,KG,185.1,6.93,79.85,Retail,2023,6,8,5,6,0,1
2023-06-15,Western,Meegoda(DEC),vegetables and fruits,Onions (imported),KG,117.5,6.84,80.05,Retail,2023,6,8,29,6,24,1
2023-06-15,Western,Meegoda(DEC),vegetables and fruits,"Onions (red, imported)",KG,475.0,6.84,80.05,Retail,2023,6,8,29,6,26,1
2023-06-15,Western,Meegoda(DEC),vegetables and fruits,Pumpkin,KG,200.0,6.84,80.05,Retail,2023,6,8,29,6,32,1
2023-06-15,Western,Kalutara,"meat, fish and eggs","Fish (dry, sprats)",KG,1258.33,6.59,79.96,Retail,2023,6,8,20,1,11,1
2023-06-15,Western,Kalutara,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1217.0,6.59,79.96,Retail,2023,6,8,20,1,12,1
2023-06-15,Western,Kalutara,"meat, fish and eggs",Fish (jack),KG,2411.5,6.59,79.96,Retail,2023,6,8,20,1,13,1
2023-06-15,Western,Kalutara,"meat, fish and eggs",Fish (skipjack tuna),KG,1533.33,6.59,79.96,Retail,2023,6,8,20,1,15,1
2023-06-15,Western,Kalutara,"meat, fish and eggs",Fish (yellowfin tuna),KG,2111.0,6.59,79.96,Retail,2023,6,8,20,1,17,1
2023-06-15,Western,Kalutara,"meat, fish and eggs","Meat (chicken, broiler)",KG,1579.5,6.59,79.96,Retail,2023,6,8,20,1,21,1
2023-06-15,Western,Kalutara,miscellaneous food,"Chili (red, dry raw)",KG,1165.0,6.59,79.96,Retail,2023,6,8,20,2,5,1
2023-06-15,Western,Kalutara,pulses and nuts,Beans,KG,510.0,6.59,79.96,Retail,2023,6,8,20,5,1,1
2023-06-15,Western,Kalutara,pulses and nuts,"Cowpeas (whole, average)",KG,848.0,6.59,79.96,Retail,2023,6,8,20,5,7,1
2023-06-15,Western,Kalutara,vegetables and fruits,Bananas,KG,194.25,6.59,79.96,Retail,2023,6,8,20,6,0,1
2023-06-15,Western,Kalutara,vegetables and fruits,Carrots,KG,423.5,6.59,79.96,Retail,2023,6,8,20,6,4,1
2023-06-15,Western,Kalutara,vegetables and fruits,Coconut,Unit,93.0,6.59,79.96,Retail,2023,6,8,20,6,6,3
2023-06-15,Western,Kalutara,vegetables and fruits,"Onions (red, imported)",KG,466.0,6.59,79.96,Retail,2023,6,8,20,6,26,1
2023-06-15,Western,Kalutara,vegetables and fruits,Papaya,KG,209.0,6.59,79.96,Retail,2023,6,8,20,6,28,1
2023-06-15,Western,Kalutara,vegetables and fruits,Pumpkin,KG,150.0,6.59,79.96,Retail,2023,6,8,20,6,32,1
2023-06-15,Western,Kalutara,vegetables and fruits,Tomatoes,KG,299.0,6.59,79.96,Retail,2023,6,8,20,6,40,1
2023-06-15,Northern,Mannar,vegetables and fruits,Carrots,KG,512.0,8.98,79.9,Retail,2023,6,4,26,6,4,1
2023-06-15,Western,Kalutara,"meat, fish and eggs",Eggs,Unit,52.45,6.59,79.96,Retail,2023,6,8,20,1,9,3
2023-06-15,Western,Kalutara,cereals and tubers,Potatoes (imported),KG,203.3,6.59,79.96,Retail,2023,6,8,20,0,30,1
2023-06-15,Western,Gampaha,vegetables and fruits,Tomatoes,KG,351.0,7.08,79.98,Retail,2023,6,8,16,6,40,1
2023-06-15,Western,Gampaha,vegetables and fruits,Snake gourd,KG,416.0,7.08,79.98,Retail,2023,6,8,16,6,38,1
2023-06-15,Western,Gampaha,cereals and tubers,Potatoes (local),KG,410.0,7.08,79.98,Retail,2023,6,8,16,0,31,1
2023-06-15,Western,Gampaha,cereals and tubers,Rice (medium grain),KG,220.0,7.08,79.98,Retail,2023,6,8,16,0,34,1
2023-06-15,Western,Gampaha,"meat, fish and eggs",Eggs,Unit,50.33,7.08,79.98,Retail,2023,6,8,16,1,9,3
2023-06-15,Western,Gampaha,"meat, fish and eggs","Fish (dry, sprats)",KG,1171.67,7.08,79.98,Retail,2023,6,8,16,1,11,1
2023-06-15,Western,Gampaha,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1150.0,7.08,79.98,Retail,2023,6,8,16,1,12,1
2023-06-15,Western,Gampaha,"meat, fish and eggs","Meat (chicken, broiler)",KG,1540.0,7.08,79.98,Retail,2023,6,8,16,1,21,1
2023-06-15,Western,Gampaha,miscellaneous food,"Chili (red, dry raw)",KG,1306.0,7.08,79.98,Retail,2023,6,8,16,2,5,1
2023-06-15,Western,Gampaha,pulses and nuts,Beans,KG,473.0,7.08,79.98,Retail,2023,6,8,16,5,1,1
2023-06-15,Uva,Monaragala,miscellaneous food,"Chili (red, dry raw)",KG,1140.0,6.87,81.23,Retail,2023,6,7,30,2,5,1
2023-06-15,Western,Gampaha,pulses and nuts,Beans (mung),KG,1358.33,7.08,79.98,Retail,2023,6,8,16,5,2,1
2023-06-15,Western,Gampaha,pulses and nuts,Lentils,KG,334.0,7.08,79.98,Retail,2023,6,8,16,5,20,1
2023-06-15,Western,Gampaha,vegetables and fruits,Bananas,KG,172.5,7.08,79.98,Retail,2023,6,8,16,6,0,1
2023-06-15,Western,Gampaha,vegetables and fruits,Cabbage,KG,360.0,7.08,79.98,Retail,2023,6,8,16,6,3,1
2023-06-15,Western,Gampaha,vegetables and fruits,Carrots,KG,429.0,7.08,79.98,Retail,2023,6,8,16,6,4,1
2023-06-15,Western,Gampaha,vegetables and fruits,Onions (imported),KG,129.5,7.08,79.98,Retail,2023,6,8,16,6,24,1
2023-06-15,Western,Gampaha,vegetables and fruits,Onions (red),KG,560.0,7.08,79.98,Retail,2023,6,8,16,6,25,1
2023-06-15,Western,Gampaha,vegetables and fruits,"Onions (red, imported)",KG,472.0,7.08,79.98,Retail,2023,6,8,16,6,26,1
2023-06-15,Western,Gampaha,vegetables and fruits,Pineapples,KG,295.83,7.08,79.98,Retail,2023,6,8,16,6,29,1
2023-06-15,Western,Gampaha,pulses and nuts,"Cowpeas (whole, average)",KG,1060.0,7.08,79.98,Retail,2023,6,8,16,5,7,1
2023-06-15,Uva,Monaragala,"meat, fish and eggs","Meat (chicken, broiler)",KG,1642.5,6.87,81.23,Retail,2023,6,7,30,1,21,1
2023-06-15,Uva,Monaragala,"meat, fish and eggs",Fish (trenched sardinella),KG,1244.44,6.87,81.23,Retail,2023,6,7,30,1,16,1
2023-06-15,Uva,Monaragala,"meat, fish and eggs",Fish (skipjack tuna),KG,1258.33,6.87,81.23,Retail,2023,6,7,30,1,15,1
2023-06-15,Uva,Badulla,vegetables and fruits,Pumpkin,KG,172.0,6.99,81.04,Retail,2023,6,7,2,6,32,1
2023-06-15,Uva,Badulla,vegetables and fruits,Snake gourd,KG,389.0,6.99,81.04,Retail,2023,6,7,2,6,38,1
2023-06-15,Uva,Badulla,vegetables and fruits,Tomatoes,KG,263.0,6.99,81.04,Retail,2023,6,7,2,6,40,1
2023-06-15,Uva,Bandarawela,cereals and tubers,Potatoes (imported),KG,208.0,6.83,80.99,Retail,2023,6,7,3,0,30,1
2023-06-15,Uva,Bandarawela,"meat, fish and eggs",Eggs,Unit,54.58,6.83,80.99,Retail,2023,6,7,3,1,9,3
2023-06-15,Uva,Bandarawela,"meat, fish and eggs","Fish (dry, katta)",KG,2300.0,6.83,80.99,Retail,2023,6,7,3,1,10,1
2023-06-15,Uva,Bandarawela,"meat, fish and eggs","Fish (dry, sprats)",KG,1170.0,6.83,80.99,Retail,2023,6,7,3,1,11,1
2023-06-15,Uva,Bandarawela,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1100.0,6.83,80.99,Retail,2023,6,7,3,1,12,1
2023-06-15,Uva,Bandarawela,"meat, fish and eggs",Fish (skipjack tuna),KG,1450.0,6.83,80.99,Retail,2023,6,7,3,1,15,1
2023-06-15,Uva,Bandarawela,"meat, fish and eggs",Fish (trenched sardinella),KG,1108.33,6.83,80.99,Retail,2023,6,7,3,1,16,1
2023-06-15,Uva,Bandarawela,"meat, fish and eggs",Fish (yellowfin tuna),KG,2100.0,6.83,80.99,Retail,2023,6,7,3,1,17,1
2023-06-15,Uva,Bandarawela,pulses and nuts,Beans,KG,461.0,6.83,80.99,Retail,2023,6,7,3,5,1,1
2023-06-15,Uva,Bandarawela,pulses and nuts,Beans (mung),KG,1317.5,6.83,80.99,Retail,2023,6,7,3,5,2,1
2023-06-15,Uva,Bandarawela,pulses and nuts,"Cowpeas (whole, average)",KG,773.33,6.83,80.99,Retail,2023,6,7,3,5,7,1
2023-06-15,Uva,Bandarawela,pulses and nuts,Lentils,KG,298.0,6.83,80.99,Retail,2023,6,7,3,5,20,1
2023-06-15,Uva,Bandarawela,vegetables and fruits,Bananas,KG,148.0,6.83,80.99,Retail,2023,6,7,3,6,0,1
2023-06-15,Uva,Bandarawela,vegetables and fruits,Cabbage,KG,278.0,6.83,80.99,Retail,2023,6,7,3,6,3,1
2023-06-15,Uva,Badulla,vegetables and fruits,Papaya,KG,148.5,6.99,81.04,Retail,2023,6,7,2,6,28,1
2023-06-15,Uva,Badulla,vegetables and fruits,Onions (imported),KG,129.5,6.99,81.04,Retail,2023,6,7,2,6,24,1
2023-06-15,Uva,Badulla,vegetables and fruits,Eggplants,KG,350.0,6.99,81.04,Retail,2023,6,7,2,6,8,1
2023-06-15,Uva,Badulla,vegetables and fruits,Coconut,Unit,88.0,6.99,81.04,Retail,2023,6,7,2,6,6,3
2023-06-15,Southern,Matara,vegetables and fruits,Eggplants,KG,331.25,5.95,80.52,Retail,2023,6,6,28,6,8,1
2023-06-15,Southern,Matara,vegetables and fruits,Onions (imported),KG,122.5,5.95,80.52,Retail,2023,6,6,28,6,24,1
2023-06-15,Southern,Matara,vegetables and fruits,"Onions (red, imported)",KG,473.5,5.95,80.52,Retail,2023,6,6,28,6,26,1
2023-06-15,Southern,Matara,vegetables and fruits,Papaya,KG,131.88,5.95,80.52,Retail,2023,6,6,28,6,28,1
2023-06-15,Southern,Matara,vegetables and fruits,Pineapples,KG,403.12,5.95,80.52,Retail,2023,6,6,28,6,29,1
2023-06-15,Southern,Matara,vegetables and fruits,Pumpkin,KG,139.38,5.95,80.52,Retail,2023,6,6,28,6,32,1
2023-06-15,Southern,Matara,vegetables and fruits,Tomatoes,KG,305.0,5.95,80.52,Retail,2023,6,6,28,6,40,1
2023-06-15,Uva,Badulla,"meat, fish and eggs",Eggs,Unit,55.0,6.99,81.04,Retail,2023,6,7,2,1,9,3
2023-06-15,Uva,Bandarawela,vegetables and fruits,Carrots,KG,393.0,6.83,80.99,Retail,2023,6,7,3,6,4,1
2023-06-15,Uva,Badulla,"meat, fish and eggs","Fish (dry, katta)",KG,2433.33,6.99,81.04,Retail,2023,6,7,2,1,10,1
2023-06-15,Uva,Badulla,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1166.67,6.99,81.04,Retail,2023,6,7,2,1,12,1
2023-06-15,Uva,Badulla,"meat, fish and eggs",Fish (yellowfin tuna),KG,2116.67,6.99,81.04,Retail,2023,6,7,2,1,17,1
2023-06-15,Uva,Badulla,"meat, fish and eggs","Meat (chicken, broiler)",KG,1640.5,6.99,81.04,Retail,2023,6,7,2,1,21,1
2023-06-15,Uva,Badulla,pulses and nuts,Beans,KG,491.0,6.99,81.04,Retail,2023,6,7,2,5,1,1
2023-06-15,Uva,Badulla,pulses and nuts,"Cowpeas (whole, average)",KG,809.38,6.99,81.04,Retail,2023,6,7,2,5,7,1
2023-06-15,Uva,Badulla,pulses and nuts,Lentils,KG,302.5,6.99,81.04,Retail,2023,6,7,2,5,20,1
2023-06-15,Uva,Badulla,vegetables and fruits,Bananas,KG,142.5,6.99,81.04,Retail,2023,6,7,2,6,0,1
2023-06-15,Uva,Badulla,vegetables and fruits,Cabbage,KG,308.0,6.99,81.04,Retail,2023,6,7,2,6,3,1
2023-06-15,Uva,Badulla,"meat, fish and eggs","Fish (dry, sprats)",KG,1162.5,6.99,81.04,Retail,2023,6,7,2,1,11,1
2023-06-15,Southern,Matara,vegetables and fruits,Carrots,KG,480.0,5.95,80.52,Retail,2023,6,6,28,6,4,1
2023-06-15,Uva,Bandarawela,vegetables and fruits,Coconut,Unit,84.0,6.83,80.99,Retail,2023,6,7,3,6,6,3
2023-06-15,Uva,Bandarawela,vegetables and fruits,Papaya,KG,148.0,6.83,80.99,Retail,2023,6,7,3,6,28,1
2023-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (trenched sardinella),KG,1283.33,6.98,81.37,Retail,2023,6,7,6,1,16,1
2023-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (yellowfin tuna),KG,2408.33,6.98,81.37,Retail,2023,6,7,6,1,17,1
2023-06-15,Uva,Dammbagalla,pulses and nuts,Beans,KG,500.0,6.98,81.37,Retail,2023,6,7,6,5,1,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Bananas,KG,143.0,6.98,81.37,Retail,2023,6,7,6,6,0,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Cabbage,KG,340.0,6.98,81.37,Retail,2023,6,7,6,6,3,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Carrots,KG,471.5,6.98,81.37,Retail,2023,6,7,6,6,4,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Coconut,Unit,76.0,6.98,81.37,Retail,2023,6,7,6,6,6,3
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Eggplants,KG,320.0,6.98,81.37,Retail,2023,6,7,6,6,8,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Onions (red),KG,422.5,6.98,81.37,Retail,2023,6,7,6,6,25,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Pineapples,KG,252.0,6.98,81.37,Retail,2023,6,7,6,6,29,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Pumpkin,KG,174.5,6.98,81.37,Retail,2023,6,7,6,6,32,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Snake gourd,KG,394.5,6.98,81.37,Retail,2023,6,7,6,6,38,1
2023-06-15,Uva,Dammbagalla,vegetables and fruits,Tomatoes,KG,321.5,6.98,81.37,Retail,2023,6,7,6,6,40,1
2023-06-15,Uva,Monaragala,cereals and tubers,Potatoes (imported),KG,206.5,6.87,81.23,Retail,2023,6,7,30,0,30,1
2023-06-15,Uva,Monaragala,cereals and tubers,Potatoes (local),KG,371.0,6.87,81.23,Retail,2023,6,7,30,0,31,1
2023-06-15,Uva,Monaragala,cereals and tubers,Rice (white),KG,230.0,6.87,81.23,Retail,2023,6,7,30,0,37,1
2023-06-15,Uva,Monaragala,"meat, fish and eggs","Fish (dry, sprats)",KG,1150.0,6.87,81.23,Retail,2023,6,7,30,1,11,1
2023-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (skipjack tuna),KG,1341.67,6.98,81.37,Retail,2023,6,7,6,1,15,1
2023-06-15,Uva,Dammbagalla,"meat, fish and eggs",Fish (sail fish),KG,2516.67,6.98,81.37,Retail,2023,6,7,6,1,14,1
2023-06-15,Uva,Dammbagalla,"meat, fish and eggs","Fish (dry, sprats)",KG,1105.0,6.98,81.37,Retail,2023,6,7,6,1,11,1
2023-06-15,Uva,Dammbagalla,cereals and tubers,Potatoes (imported),KG,190.5,6.98,81.37,Retail,2023,6,7,6,0,30,1
2023-06-15,Uva,Bandarawela,vegetables and fruits,Pineapples,KG,422.5,6.83,80.99,Retail,2023,6,7,3,6,29,1
2023-06-15,Uva,Bandarawela,vegetables and fruits,Pumpkin,KG,158.0,6.83,80.99,Retail,2023,6,7,3,6,32,1
2023-06-15,Uva,Bandarawela,vegetables and fruits,Snake gourd,KG,318.0,6.83,80.99,Retail,2023,6,7,3,6,38,1
2023-06-15,Uva,Keppetipola (DEC},cereals and tubers,Potatoes (imported),KG,223.75,6.91,80.91,Retail,2023,6,7,23,0,30,1
2023-06-15,Uva,Keppetipola (DEC},cereals and tubers,Rice (medium grain),KG,214.6,6.91,80.91,Retail,2023,6,7,23,0,34,1
2023-06-15,Uva,Keppetipola (DEC},"meat, fish and eggs",Fish (jack),KG,1950.0,6.91,80.91,Retail,2023,6,7,23,1,13,1
2023-06-15,Uva,Keppetipola (DEC},"meat, fish and eggs",Fish (trenched sardinella),KG,1150.0,6.91,80.91,Retail,2023,6,7,23,1,16,1
2023-06-15,Uva,Keppetipola (DEC},pulses and nuts,Beans,KG,445.0,6.91,80.91,Retail,2023,6,7,23,5,1,1
2023-06-15,Uva,Bandarawela,vegetables and fruits,Onions (imported),KG,131.5,6.83,80.99,Retail,2023,6,7,3,6,24,1
2023-06-15,Uva,Keppetipola (DEC},pulses and nuts,Beans (mung),KG,1419.38,6.91,80.91,Retail,2023,6,7,23,5,2,1
2023-06-15,Uva,Keppetipola (DEC},pulses and nuts,Lentils,KG,303.5,6.91,80.91,Retail,2023,6,7,23,5,20,1
2023-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Bananas,KG,157.5,6.91,80.91,Retail,2023,6,7,23,6,0,1
2023-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Carrots,KG,369.5,6.91,80.91,Retail,2023,6,7,23,6,4,1
2023-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Coconut,Unit,92.0,6.91,80.91,Retail,2023,6,7,23,6,6,3
2023-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Eggplants,KG,285.5,6.91,80.91,Retail,2023,6,7,23,6,8,1
2023-06-15,Uva,Keppetipola (DEC},vegetables and fruits,"Onions (red, imported)",KG,468.5,6.91,80.91,Retail,2023,6,7,23,6,26,1
2023-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Pineapples,KG,424.17,6.91,80.91,Retail,2023,6,7,23,6,29,1
2023-06-15,Uva,Keppetipola (DEC},vegetables and fruits,Pumpkin,KG,167.0,6.91,80.91,Retail,2023,6,7,23,6,32,1
2023-06-15,Uva,Keppetipola (DEC},pulses and nuts,"Cowpeas (whole, average)",KG,868.12,6.91,80.91,Retail,2023,6,7,23,5,7,1
2023-06-15,Northern,Mannar,vegetables and fruits,Cabbage,KG,422.0,8.98,79.9,Retail,2023,6,4,26,6,3,1
2023-06-15,Northern,Kilinochchi,pulses and nuts,"Cowpeas (whole, average)",KG,793.0,9.4,80.4,Retail,2023,6,4,24,5,7,1
2023-06-15,Northern,Mannar,pulses and nuts,Lentils,KG,297.5,8.98,79.9,Retail,2023,6,4,26,5,20,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Carrots,KG,478.33,7.66,81.05,Retail,2023,6,1,7,6,4,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Coconut,Unit,72.5,7.66,81.05,Retail,2023,6,1,7,6,6,3
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Eggplants,KG,272.5,7.66,81.05,Retail,2023,6,1,7,6,8,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Onions (imported),KG,123.12,7.66,81.05,Retail,2023,6,1,7,6,24,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Onions (red),KG,423.33,7.66,81.05,Retail,2023,6,1,7,6,25,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,"Onions (red, imported)",KG,430.62,7.66,81.05,Retail,2023,6,1,7,6,26,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Snake gourd,KG,353.33,7.66,81.05,Retail,2023,6,1,7,6,38,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Tomatoes,KG,318.33,7.66,81.05,Retail,2023,6,1,7,6,40,1
2023-06-15,Eastern,Batticaloa,cereals and tubers,Potatoes (imported),KG,222.5,7.72,81.7,Retail,2023,6,1,4,0,30,1
2023-06-15,Eastern,Batticaloa,"meat, fish and eggs",Eggs,Unit,54.4,7.72,81.7,Retail,2023,6,1,4,1,9,3
2023-06-15,Eastern,Batticaloa,"meat, fish and eggs","Fish (dry, katta)",KG,2287.5,7.72,81.7,Retail,2023,6,1,4,1,10,1
2023-06-15,Eastern,Batticaloa,"meat, fish and eggs",Fish (jack),KG,2345.0,7.72,81.7,Retail,2023,6,1,4,1,13,1
2023-06-15,Eastern,Batticaloa,"meat, fish and eggs",Fish (skipjack tuna),KG,1945.0,7.72,81.7,Retail,2023,6,1,4,1,15,1
2023-06-15,Eastern,Batticaloa,miscellaneous food,"Chili (red, dry raw)",KG,1125.0,7.72,81.7,Retail,2023,6,1,4,2,5,1
2023-06-15,Eastern,Batticaloa,pulses and nuts,Beans,KG,576.5,7.72,81.7,Retail,2023,6,1,4,5,1,1
2023-06-15,Eastern,Batticaloa,pulses and nuts,Beans (mung),KG,1328.5,7.72,81.7,Retail,2023,6,1,4,5,2,1
2023-06-15,Eastern,Batticaloa,pulses and nuts,"Cowpeas (whole, average)",KG,785.0,7.72,81.7,Retail,2023,6,1,4,5,7,1
2023-06-15,Eastern,Dehiattakandiya,vegetables and fruits,Bananas,KG,154.17,7.66,81.05,Retail,2023,6,1,7,6,0,1
2023-06-15,Eastern,Batticaloa,pulses and nuts,Lentils,KG,304.65,7.72,81.7,Retail,2023,6,1,4,5,20,1
2023-06-15,Eastern,Dehiattakandiya,pulses and nuts,Lentils,KG,295.1,7.66,81.05,Retail,2023,6,1,7,5,20,1
2023-06-15,Eastern,Dehiattakandiya,pulses and nuts,Beans,KG,473.33,7.66,81.05,Retail,2023,6,1,7,5,1,1
2023-06-15,Eastern,Ampara,pulses and nuts,Lentils,KG,287.35,7.28,81.67,Retail,2023,6,1,0,5,20,1
2023-06-15,Eastern,Ampara,vegetables and fruits,Bananas,KG,163.12,7.28,81.67,Retail,2023,6,1,0,6,0,1
2023-06-15,Eastern,Ampara,vegetables and fruits,Cabbage,KG,378.33,7.28,81.67,Retail,2023,6,1,0,6,3,1
2023-06-15,Eastern,Ampara,vegetables and fruits,Eggplants,KG,346.67,7.28,81.67,Retail,2023,6,1,0,6,8,1
2023-06-15,Eastern,Ampara,vegetables and fruits,Onions (imported),KG,131.42,7.28,81.67,Retail,2023,6,1,0,6,24,1
2023-06-15,Eastern,Ampara,vegetables and fruits,Onions (red),KG,455.0,7.28,81.67,Retail,2023,6,1,0,6,25,1
2023-06-15,Eastern,Ampara,vegetables and fruits,"Onions (red, imported)",KG,438.75,7.28,81.67,Retail,2023,6,1,0,6,26,1
2023-06-15,Eastern,Ampara,vegetables and fruits,Papaya,KG,167.5,7.28,81.67,Retail,2023,6,1,0,6,28,1
2023-06-15,Eastern,Ampara,vegetables and fruits,Tomatoes,KG,314.17,7.28,81.67,Retail,2023,6,1,0,6,40,1
2023-06-15,Eastern,Dehiattakandiya,cereals and tubers,Potatoes (local),KG,374.44,7.66,81.05,Retail,2023,6,1,7,0,31,1
2023-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Eggs,Unit,53.0,7.66,81.05,Retail,2023,6,1,7,1,9,3
2023-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs","Fish (dry, sprats)",KG,1183.33,7.66,81.05,Retail,2023,6,1,7,1,11,1
2023-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Fish (goldstripe sardinella),KG,1350.0,7.66,81.05,Retail,2023,6,1,7,1,12,1
2023-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Fish (jack),KG,1950.0,7.66,81.05,Retail,2023,6,1,7,1,13,1
2023-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs",Fish (sail fish),KG,2400.0,7.66,81.05,Retail,2023,6,1,7,1,14,1
2023-06-15,Eastern,Dehiattakandiya,"meat, fish and eggs","Meat (chicken, broiler)",KG,1431.67,7.66,81.05,Retail,2023,6,1,7,1,21,1
2023-06-15,Eastern,Dehiattakandiya,miscellaneous food,"Chili (red, dry raw)",KG,1160.42,7.66,81.05,Retail,2023,6,1,7,2,5,1
2023-06-15,Eastern,Dehiattakandiya,pulses and nuts,Beans (mung),KG,1275.0,7.66,81.05,Retail,2023,6,1,7,5,2,1
2023-06-15,Eastern,Batticaloa,vegetables and fruits,Bananas,KG,146.0,7.72,81.7,Retail,2023,6,1,4,6,0,1
2023-06-15,Eastern,Batticaloa,vegetables and fruits,Cabbage,KG,436.5,7.72,81.7,Retail,2023,6,1,4,6,3,1
2023-06-15,Eastern,Batticaloa,vegetables and fruits,Carrots,KG,523.5,7.72,81.7,Retail,2023,6,1,4,6,4,1
2023-06-15,Eastern,Trincomalee,vegetables and fruits,Coconut,Unit,89.35,8.57,81.23,Retail,2023,6,1,41,6,6,3
2023-06-15,Eastern,Trincomalee,vegetables and fruits,Eggplants,KG,305.4,8.57,81.23,Retail,2023,6,1,41,6,8,1
2023-06-15,Eastern,Trincomalee,vegetables and fruits,Onions (imported),KG,138.7,8.57,81.23,Retail,2023,6,1,41,6,24,1
2023-06-15,Eastern,Trincomalee,vegetables and fruits,Papaya,KG,171.55,8.57,81.23,Retail,2023,6,1,41,6,28,1
2023-06-15,North Central,Anuradhapura,cereals and tubers,Potatoes (imported),KG,193.0,8.34,80.33,Retail,2023,6,2,1,0,30,1
2023-06-15,North Central,Anuradhapura,cereals and tubers,Potatoes (local),KG,380.0,8.34,80.33,Retail,2023,6,2,1,0,31,1
2023-06-15,North Central,Anuradhapura,"meat, fish and eggs",Eggs,Unit,54.25,8.34,80.33,Retail,2023,6,2,1,1,9,3
2023-06-15,North Central,Anuradhapura,"meat, fish and eggs","Fish (dry, katta)",KG,2545.0,8.34,80.33,Retail,2023,6,2,1,1,10,1
2023-06-15,North Central,Anuradhapura,"meat, fish and eggs","Fish (dry, sprats)",KG,1200.0,8.34,80.33,Retail,2023,6,2,1,1,11,1
2023-06-15,North Central,Anuradhapura,"meat, fish and eggs",Fish (skipjack tuna),KG,1350.0,8.34,80.33,Retail,2023,6,2,1,1,15,1
2023-06-15,North Central,Anuradhapura,"meat, fish and eggs",Fish (trenched sardinella),KG,1268.75,8.34,80.33,Retail,2023,6,2,1,1,16,1
2023-06-15,North Central,Anuradhapura,"meat, fish and eggs","Meat (chicken, broiler)",KG,1562.5,8.34,80.33,Retail,2023,6,2,1,1,21,1
2023-06-15,North Central,Anuradhapura,miscellaneous food,"Chili (red, dry raw)",KG,1192.5,8.34,80.33,Retail,2023,6,2,1,2,5,1
2023-06-15,North Central,Anuradhapura,pulses and nuts,Beans,KG,510.0,8.34,80.33,Retail,2023,6,2,1,5,1,1
2023-06-15,North Central,Anuradhapura,pulses and nuts,Beans (mung),KG,1395.0,8.34,80.33,Retail,2023,6,2,1,5,2,1
2023-06-15,North Central,Anuradhapura,pulses and nuts,"Cowpeas (whole, average)",KG,770.0,8.34,80.33,Retail,2023,6,2,1,5,7,1
2023-06-15,North Central,Anuradhapura,pulses and nuts,Lentils,KG,300.0,8.34,80.33,Retail,2023,6,2,1,5,20,1
